<TICKER>;<PER>;<DATE>;<TIME>;<HIGH>;<LOW>;<CLOSE>;<VOL>
Газпрнефть;W;24/11/14;00:00;160.5;155.2;157.9;765360
Газпрнефть;W;01/12/14;00:00;163.4;152.7;154;1668170
Газпрнефть;W;08/12/14;00:00;158.6;147.1;147.1;1058920
Газпрнефть;W;15/12/14;00:00;151.9;124;144.5;1113760
Газпрнефть;W;22/12/14;00:00;147.9;137.1;141.5;493500
Газпрнефть;W;29/12/14;00:00;145.7;139.5;143;310620
Газпрнефть;W;05/01/15;00:00;149.5;139.3;146.6;136860
Газпрнефть;W;12/01/15;00:00;147.7;142;144;442330
Газпрнефть;W;19/01/15;00:00;157.3;143.4;153.8;2909690
Газпрнефть;W;26/01/15;00:00;158.2;148.4;156.9;1282270
Газпрнефть;W;02/02/15;00:00;163.5;155;160.3;2106500
Газпрнефть;W;09/02/15;00:00;237;160.2;190.5;3605050
Газпрнефть;W;16/02/15;00:00;194.8;170.8;172.4;1977600
Газпрнефть;W;23/02/15;00:00;178.5;164;172.6;2132490
Газпрнефть;W;02/03/15;00:00;179.9;168.5;171.2;1639690
Газпрнефть;W;09/03/15;00:00;174.8;150.2;156.7;2340330
Газпрнефть;W;16/03/15;00:00;162;155.3;159.7;1970850
Газпрнефть;W;23/03/15;00:00;160.7;154;155.7;1143130
Газпрнефть;W;30/03/15;00:00;160.7;156.2;159.1;1792740
Газпрнефть;W;06/04/15;00:00;164.2;148.6;151.5;2162570
Газпрнефть;W;13/04/15;00:00;153.2;145.5;147.9;2369120
Газпрнефть;W;20/04/15;00:00;151.5;142;145.2;2283350
Газпрнефть;W;27/04/15;00:00;147;142;145.7;1690060
Газпрнефть;W;04/05/15;00:00;147.5;142.2;143.3;1316620
Газпрнефть;W;11/05/15;00:00;148.5;138.8;141;3830420
Газпрнефть;W;18/05/15;00:00;144.4;139;140.1;1846700
Газпрнефть;W;25/05/15;00:00;143;137.2;137.8;1642160
Газпрнефть;W;01/06/15;00:00;138.8;133.3;136.5;1923680
Газпрнефть;W;08/06/15;00:00;141.9;135.7;139;1331370
Газпрнефть;W;15/06/15;00:00;142.4;137.3;137.7;1114730
Газпрнефть;W;22/06/15;00:00;138.7;134.4;136.6;1537730
Газпрнефть;W;29/06/15;00:00;137.3;133.3;135.2;2004340
Газпрнефть;W;06/07/15;00:00;137.6;133.6;136.1;1382370
Газпрнефть;W;13/07/15;00:00;142.6;135.8;139.8;1198940
Газпрнефть;W;20/07/15;00:00;140.2;133.8;134.6;908200
Газпрнефть;W;27/07/15;00:00;137.5;133.8;137.4;1492910
Газпрнефть;W;03/08/15;00:00;139.6;136.4;138;929730
Газпрнефть;W;10/08/15;00:00;147.9;137.7;146.2;4364460
Газпрнефть;W;17/08/15;00:00;147;142.1;144.8;1464990
Газпрнефть;W;24/08/15;00:00;148.3;137.7;147.6;2348010
Газпрнефть;W;31/08/15;00:00;149.2;145.1;147.9;1157110
Газпрнефть;W;07/09/15;00:00;151.4;147.3;149.8;1681160
Газпрнефть;W;14/09/15;00:00;152.5;147.2;148.6;2860530
Газпрнефть;W;21/09/15;00:00;149.5;144;145.5;1814270
Газпрнефть;W;28/09/15;00:00;147;144.3;146.5;1815960
Газпрнефть;W;05/10/15;00:00;151.8;146.6;151.4;2158410
Газпрнефть;W;12/10/15;00:00;152.1;145.7;147.4;2138290
Газпрнефть;W;19/10/15;00:00;148.6;144.8;146.5;933570
Газпрнефть;W;26/10/15;00:00;148.6;144.2;145.7;1314540
Газпрнефть;W;02/11/15;00:00;147.9;144.6;147.1;937160
Газпрнефть;W;09/11/15;00:00;147.4;143;143.3;763710
Газпрнефть;W;16/11/15;00:00;149.2;143.05;146.5;2732180
Газпрнефть;W;23/11/15;00:00;149.2;145.55;146.8;1640900
Газпрнефть;W;30/11/15;00:00;151.75;145.85;149.7;1638100
Газпрнефть;W;07/12/15;00:00;151.85;146.4;148.3;1166810
Газпрнефть;W;14/12/15;00:00;151.85;146.9;151.85;905550
Газпрнефть;W;21/12/15;00:00;155.9;149.15;151.25;856580
Газпрнефть;W;28/12/15;00:00;154.5;149.55;153.95;319950
Газпрнефть;W;04/01/16;00:00;155.9;152.25;154.55;218940
Газпрнефть;W;11/01/16;00:00;152.85;144.1;144.9;712910
Газпрнефть;W;18/01/16;00:00;145.6;140.3;144.25;2028510
Газпрнефть;W;25/01/16;00:00;147;141.8;145.75;2000400
Газпрнефть;W;01/02/16;00:00;148;144;147.9;764890
Газпрнефть;W;08/02/16;00:00;148.7;143.05;144.3;947610
Газпрнефть;W;15/02/16;00:00;147.3;144.8;145.6;1068710
Газпрнефть;W;22/02/16;00:00;147.75;144;146.2;1337500
Газпрнефть;W;29/02/16;00:00;149.5;145.3;146.65;1618690
Газпрнефть;W;07/03/16;00:00;148.95;145.05;145.05;1118120
Газпрнефть;W;14/03/16;00:00;147.85;144.85;145.5;2492560
Газпрнефть;W;21/03/16;00:00;149;145.1;147.85;1361870
Газпрнефть;W;28/03/16;00:00;152.5;146.8;149.25;1575810
Газпрнефть;W;04/04/16;00:00;151.5;148.2;149.15;1564970
Газпрнефть;W;11/04/16;00:00;153.65;148.9;150.3;1696970
Газпрнефть;W;18/04/16;00:00;155.8;147.35;153.3;2312910
Газпрнефть;W;25/04/16;00:00;155.75;152;152.4;1007380
Газпрнефть;W;02/05/16;00:00;156.1;152.2;153.95;647560
Газпрнефть;W;09/05/16;00:00;156.15;152.05;153.85;811660
Газпрнефть;W;16/05/16;00:00;160;153.2;156.4;1115200
Газпрнефть;W;23/05/16;00:00;157.5;154.2;156.15;802840
Газпрнефть;W;30/05/16;00:00;160;155.25;159;1459790
Газпрнефть;W;06/06/16;00:00;163.2;157;157.6;817440
Газпрнефть;W;13/06/16;00:00;158.45;150;152.2;738390
Газпрнефть;W;20/06/16;00:00;163;154.85;159.95;1628960
Газпрнефть;W;27/06/16;00:00;163.7;156.65;163.2;375510
Газпрнефть;W;04/07/16;00:00;165.5;161.1;162.65;1027630
Газпрнефть;W;11/07/16;00:00;165.8;161.6;163.55;744200
Газпрнефть;W;18/07/16;00:00;167.2;161.15;166.3;293610
Газпрнефть;W;25/07/16;00:00;167;163.3;165.8;290060
Газпрнефть;W;01/08/16;00:00;167.55;163.9;166;720260
Газпрнефть;W;08/08/16;00:00;166.05;162.05;165;713000
Газпрнефть;W;15/08/16;00:00;171.6;164.95;170.3;694090
Газпрнефть;W;22/08/16;00:00;174.7;167.25;172.9;960730
Газпрнефть;W;29/08/16;00:00;175;170.75;171.4;319230
Газпрнефть;W;05/09/16;00:00;176.55;169.65;174.2;993410
Газпрнефть;W;12/09/16;00:00;178.35;172.25;177.4;671930
Газпрнефть;W;19/09/16;00:00;179.75;174.1;178.4;561390
Газпрнефть;W;26/09/16;00:00;184.45;176;176.9;805490
Газпрнефть;W;03/10/16;00:00;179.5;173.2;175.95;675200
Газпрнефть;W;10/10/16;00:00;178.8;175.1;177.3;378240
Газпрнефть;W;17/10/16;00:00;181.95;175.35;180.5;1261400
Газпрнефть;W;24/10/16;00:00;187.8;179.1;184.9;1710360
Газпрнефть;W;31/10/16;00:00;186.55;182.25;184.75;428440
Газпрнефть;W;07/11/16;00:00;189.9;175.55;182;1304040
Газпрнефть;W;14/11/16;00:00;187.75;179;186.8;867610
Газпрнефть;W;21/11/16;00:00;200.95;186.8;196.6;1368060
Газпрнефть;W;28/11/16;00:00;207.7;193;202.4;1008070
Газпрнефть;W;05/12/16;00:00;211.8;200.3;206.85;1499630
Газпрнефть;W;12/12/16;00:00;209.65;203.1;208;2881350
Газпрнефть;W;19/12/16;00:00;211.45;203.5;208.35;1235700
Газпрнефть;W;26/12/16;00:00;218.95;206;214;905340
Газпрнефть;W;02/01/17;00:00;239.9;214.35;228.35;1337690
Газпрнефть;W;09/01/17;00:00;232.25;225.3;227.3;834050
Газпрнефть;W;16/01/17;00:00;229.95;224;225.9;592890
Газпрнефть;W;23/01/17;00:00;229.7;220.3;227.3;592340
Газпрнефть;W;30/01/17;00:00;235.9;226.25;233.95;450780
Газпрнефть;W;06/02/17;00:00;234;227.95;229.3;389520
Газпрнефть;W;13/02/17;00:00;234.95;221.25;233.8;857060
Газпрнефть;W;20/02/17;00:00;237.85;231;233.2;649280
Газпрнефть;W;27/02/17;00:00;234.25;213.05;218.6;1376830
Газпрнефть;W;06/03/17;00:00;220.8;195.3;197.45;1731120
Газпрнефть;W;13/03/17;00:00;212.95;196;204.5;1255410
Газпрнефть;W;20/03/17;00:00;206.7;195;200.5;1189750
Газпрнефть;W;27/03/17;00:00;205.3;196.55;203.7;643250
Газпрнефть;W;03/04/17;00:00;211.7;203.35;207.3;698940
Газпрнефть;W;10/04/17;00:00;208.7;190.1;201.5;769830
Газпрнефть;W;17/04/17;00:00;207.3;199.05;200.45;737690
Газпрнефть;W;24/04/17;00:00;202.4;194.35;200.35;1118970
Газпрнефть;W;01/05/17;00:00;202.8;197;199.25;330020
Газпрнефть;W;08/05/17;00:00;201.05;193.25;196.55;411110
Газпрнефть;W;15/05/17;00:00;198.9;190.15;193.55;393080
Газпрнефть;W;22/05/17;00:00;203.2;191.5;199.95;1180880
Газпрнефть;W;29/05/17;00:00;204.35;193.7;196;904850
Газпрнефть;W;05/06/17;00:00;202;195.6;196.45;1111450
Газпрнефть;W;12/06/17;00:00;196.7;183.7;186.65;1338140
Газпрнефть;W;19/06/17;00:00;193.95;183.55;184.9;1330440
Газпрнефть;W;26/06/17;00:00;189.9;180.5;181.15;701930
Газпрнефть;W;03/07/17;00:00;188.4;179.75;187.2;952170
Газпрнефть;W;10/07/17;00:00;190.95;183.75;189.95;795730
Газпрнефть;W;17/07/17;00:00;199.7;187.15;197.15;1327780
Газпрнефть;W;24/07/17;00:00;198.5;193.1;197.55;939970
Газпрнефть;W;31/07/17;00:00;206.3;195.4;203;1618760
Газпрнефть;W;07/08/17;00:00;209.8;196.55;206;1064440
Газпрнефть;W;14/08/17;00:00;209.4;203.6;208.9;479890
Газпрнефть;W;21/08/17;00:00;212.05;203;206.65;927790
Газпрнефть;W;28/08/17;00:00;209.45;202.55;207.95;371680
Газпрнефть;W;04/09/17;00:00;216.8;201.7;216;1205780
Газпрнефть;W;11/09/17;00:00;227.7;216.1;222.3;1357180
Газпрнефть;W;18/09/17;00:00;225.95;217.25;218.8;943310
Газпрнефть;W;25/09/17;00:00;229.6;216.1;227;1287350
Газпрнефть;W;02/10/17;00:00;228.75;223.55;227;385150
Газпрнефть;W;09/10/17;00:00;229.55;223.8;227.05;391230
Газпрнефть;W;16/10/17;00:00;238.1;227.2;234.7;735550
Газпрнефть;W;23/10/17;00:00;237.4;227.1;234.95;1434850
Газпрнефть;W;30/10/17;00:00;252.05;231.55;250.6;1228170
Газпрнефть;W;06/11/17;00:00;264.35;252.25;256.9;937030
Газпрнефть;W;13/11/17;00:00;259.9;253.6;258.05;682980
Газпрнефть;W;20/11/17;00:00;264;256.9;262.45;490770
Газпрнефть;W;27/11/17;00:00;264.2;246.8;253.85;990470
Газпрнефть;W;04/12/17;00:00;256.15;245.3;245.35;559190
Газпрнефть;W;11/12/17;00:00;255.9;245.35;251;1037680
Газпрнефть;W;18/12/17;00:00;252.4;243.1;245.55;1367310
Газпрнефть;W;25/12/17;00:00;251.4;241.2;244.1;1897630
Газпрнефть;W;01/01/18;00:00;246.6;242.05;244.2;512320
Газпрнефть;W;08/01/18;00:00;268.3;244.25;259.9;1686940
Газпрнефть;W;15/01/18;00:00;272.1;253.95;266.45;1581480
Газпрнефть;W;22/01/18;00:00;280;265;276.7;1186020
Газпрнефть;W;29/01/18;00:00;285.2;276.15;283.7;1094810
Газпрнефть;W;05/02/18;00:00;287.2;259.5;280.15;1448690
Газпрнефть;W;12/02/18;00:00;287.9;276.8;278.05;1688670
Газпрнефть;W;19/02/18;00:00;285;278.25;283.05;706700
Газпрнефть;W;26/02/18;00:00;294.8;281.05;291.45;1102730
Газпрнефть;W;05/03/18;00:00;294.9;288.1;292.75;405370
Газпрнефть;W;12/03/18;00:00;295.9;281.15;289.05;754850
Газпрнефть;W;19/03/18;00:00;293.25;287.35;288;806750
Газпрнефть;W;26/03/18;00:00;297;288;295.85;470700
Газпрнефть;W;02/04/18;00:00;315.9;292.95;312.05;800390
Газпрнефть;W;09/04/18;00:00;312.85;287;296.7;1954090
Газпрнефть;W;16/04/18;00:00;313.1;291.25;301.1;1248420
Газпрнефть;W;23/04/18;00:00;306.85;295.4;306;1361730
Газпрнефть;W;30/04/18;00:00;312.15;302;307.85;562380
Газпрнефть;W;07/05/18;00:00;332.45;308.25;332.45;1308350
Газпрнефть;W;14/05/18;00:00;335.05;316.2;325;2049630
Газпрнефть;W;21/05/18;00:00;336;326.1;331;831510
Газпрнефть;W;28/05/18;00:00;335;313.05;318;740550
Газпрнефть;W;04/06/18;00:00;330;316.7;327.3;625180
Газпрнефть;W;11/06/18;00:00;330.35;317.95;323.55;447850
Газпрнефть;W;18/06/18;00:00;324;302.35;312.4;833340
Газпрнефть;W;25/06/18;00:00;328.95;303.35;324;953120
Газпрнефть;W;02/07/18;00:00;335.35;321.15;335;1283820
Газпрнефть;W;09/07/18;00:00;342.5;334.25;340.1;955640
Газпрнефть;W;16/07/18;00:00;345.7;334.3;337.75;605390
Газпрнефть;W;23/07/18;00:00;341.6;325.6;328.9;817930
Газпрнефть;W;30/07/18;00:00;335.7;320.5;327;739590
Газпрнефть;W;06/08/18;00:00;338;312.5;330.6;1217530
Газпрнефть;W;13/08/18;00:00;355;326.2;336.3;1029020
Газпрнефть;W;20/08/18;00:00;341.1;327.2;330.3;987780
Газпрнефть;W;27/08/18;00:00;343;330;335.8;568030
Газпрнефть;W;03/09/18;00:00;342;324.4;327.8;718220
Газпрнефть;W;10/09/18;00:00;336.3;316.4;328.7;2113030
Газпрнефть;W;17/09/18;00:00;338.9;327.3;335;1228840
Газпрнефть;W;24/09/18;00:00;379;336;370.7;2041510
Газпрнефть;W;01/10/18;00:00;387;363.1;385.5;2195930
Газпрнефть;W;08/10/18;00:00;404.6;375;386.5;2088850
Газпрнефть;W;15/10/18;00:00;399.3;362.7;366;1359830
Газпрнефть;W;22/10/18;00:00;379.4;355.7;369.8;1232120
Газпрнефть;W;29/10/18;00:00;395.7;366;387;1166880
Газпрнефть;W;05/11/18;00:00;394;370;377;1571680
Газпрнефть;W;12/11/18;00:00;389.5;365.2;377;2413640
Газпрнефть;W;19/11/18;00:00;383.5;345.9;351;2469560
Газпрнефть;W;26/11/18;00:00;368;340.4;363.2;2029290
Газпрнефть;W;03/12/18;00:00;392.3;367;382;3533370
Газпрнефть;W;10/12/18;00:00;381;361;362.8;2327870
Газпрнефть;W;17/12/18;00:00;368;346;353;2879480
Газпрнефть;W;24/12/18;00:00;359.8;341.2;346.7;3238210
Газпрнефть;W;31/12/18;00:00;349.4;344;348.5;443930
Газпрнефть;W;07/01/19;00:00;359.8;347.1;357.7;1214770
Газпрнефть;W;14/01/19;00:00;358;343.9;346;2772230
Газпрнефть;W;21/01/19;00:00;351.3;343;343;2092010
Газпрнефть;W;28/01/19;00:00;350.4;328;345.45;3748370
Газпрнефть;W;04/02/19;00:00;347.5;340.4;341.2;1442480
Газпрнефть;W;11/02/19;00:00;345.1;333.65;343.4;1899690
Газпрнефть;W;18/02/19;00:00;345.1;334.9;335.9;2674600
Газпрнефть;W;25/02/19;00:00;337;322.2;331;2675970
Газпрнефть;W;04/03/19;00:00;334.95;328.1;329.9;1083250
Газпрнефть;W;11/03/19;00:00;330.65;312.15;313.8;2304910
Газпрнефть;W;18/03/19;00:00;333;313.55;324.1;3483160
Газпрнефть;W;25/03/19;00:00;328;317.6;324.25;1373740
Газпрнефть;W;01/04/19;00:00;329.25;321.6;325.75;1309110
Газпрнефть;W;08/04/19;00:00;346;326.55;345.2;3777570
Газпрнефть;W;15/04/19;00:00;354.4;345;348.7;2256420
Газпрнефть;W;22/04/19;00:00;366.65;347.8;363.8;2975270
Газпрнефть;W;29/04/19;00:00;365;355;362.7;1133160
Газпрнефть;W;06/05/19;00:00;361.85;345.85;349.8;1220110
Газпрнефть;W;13/05/19;00:00;355.3;342.55;349.95;2265180
Газпрнефть;W;20/05/19;00:00;385;345.5;375;4865600
Газпрнефть;W;27/05/19;00:00;380.65;364.15;372.6;2334240
Газпрнефть;W;03/06/19;00:00;376.2;365.4;369.45;4118900
Газпрнефть;W;10/06/19;00:00;399.85;365.75;398;4857440
Газпрнефть;W;17/06/19;00:00;412;392.15;404.9;4375230
Газпрнефть;W;24/06/19;00:00;408;397.2;400.95;3091460
Газпрнефть;W;01/07/19;00:00;415;401.3;414;2867240
Газпрнефть;W;08/07/19;00:00;420;405.85;411;2726650
Газпрнефть;W;15/07/19;00:00;415.7;401.05;402;2306510
Газпрнефть;W;22/07/19;00:00;416.95;400.3;415;2870640
Газпрнефть;W;29/07/19;00:00;438.1;412.9;424.4;3576410
Газпрнефть;W;05/08/19;00:00;428.8;417.7;422.5;2801220
Газпрнефть;W;12/08/19;00:00;426.45;414;414;2127280
Газпрнефть;W;19/08/19;00:00;420.7;410.1;418.7;2404770
Газпрнефть;W;26/08/19;00:00;423.3;412.4;412.5;2658640
Газпрнефть;W;02/09/19;00:00;420;399.15;409.9;4677830
Газпрнефть;W;09/09/19;00:00;417.8;409.9;413.95;2914080
Газпрнефть;W;16/09/19;00:00;435;414;416.1;5517690
Газпрнефть;W;23/09/19;00:00;425;414.05;423;2468060
Газпрнефть;W;30/09/19;00:00;426.6;410.6;413.65;2545680
Газпрнефть;W;07/10/19;00:00;424.5;411;422;2354540
Газпрнефть;W;14/10/19;00:00;428.2;412.3;415;5191040
Газпрнефть;W;21/10/19;00:00;417.9;413.25;417.45;3098380
Газпрнефть;W;28/10/19;00:00;421.15;412;416.6;3514570
Газпрнефть;W;04/11/19;00:00;424.5;416.85;420;3624090
Газпрнефть;W;11/11/19;00:00;424.45;416.55;420.8;3167700
Газпрнефть;W;18/11/19;00:00;426.6;417.5;424.9;3733230
Газпрнефть;W;25/11/19;00:00;427.5;417.1;418.6;2698200
Газпрнефть;W;02/12/19;00:00;424.65;414.35;418.5;2982040
Газпрнефть;W;09/12/19;00:00;424.05;413.25;421.85;2442250
Газпрнефть;W;16/12/19;00:00;424.85;417.65;422.95;3308910
Газпрнефть;W;23/12/19;00:00;423.25;411.5;421.8;1914920
Газпрнефть;W;30/12/19;00:00;426.8;419.6;425.7;985650
Газпрнефть;W;06/01/20;00:00;450.9;425.55;446.6;3843010
Газпрнефть;W;13/01/20;00:00;478.55;446;467.75;9564540
Газпрнефть;W;20/01/20;00:00;471.4;446;454;3608500
Газпрнефть;W;27/01/20;00:00;460.5;437.75;446.45;3783460
Газпрнефть;W;03/02/20;00:00;461.7;440.6;444.5;3208870
Газпрнефть;W;10/02/20;00:00;469;435.3;459.1;5608400
Газпрнефть;W;17/02/20;00:00;462.2;450;456.8;3099810
Газпрнефть;W;24/02/20;00:00;451.8;395.85;395.85;7999810
Газпрнефть;W;02/03/20;00:00;425.3;373.25;375.05;9853440
Газпрнефть;W;09/03/20;00:00;356.95;279;286.6;12887160
Газпрнефть;W;16/03/20;00:00;299.95;233;281.4;17142830
Газпрнефть;W;23/03/20;00:00;351.95;257.05;290;15860860
Газпрнефть;W;30/03/20;00:00;341.65;280;333.1;16553730
Газпрнефть;W;06/04/20;00:00;348.25;327;337;14421430
Газпрнефть;W;13/04/20;00:00;341;297;310.1;10880310
Газпрнефть;W;20/04/20;00:00;322.5;296.2;314.35;11035080
Газпрнефть;W;27/04/20;00:00;344.9;312;335.45;10824520
Газпрнефть;W;04/05/20;00:00;336.95;323.6;331.9;7688030
Газпрнефть;W;11/05/20;00:00;331.5;315.6;320.2;6500920
Газпрнефть;W;18/05/20;00:00;338.3;321.05;327.45;11899190
Газпрнефть;W;25/05/20;00:00;337.7;326.25;333;9616670
Газпрнефть;W;01/06/20;00:00;357.65;334.75;351.75;15724260
Газпрнефть;W;08/06/20;00:00;366;348;348.8;13934390
Газпрнефть;W;15/06/20;00:00;360.4;337.05;355.3;11156380
Газпрнефть;W;22/06/20;00:00;357.75;331.1;337;12440990
Газпрнефть;W;29/06/20;00:00;336.35;328.85;334;5965490
Газпрнефть;W;06/07/20;00:00;337.5;320;324.6;6622180
Газпрнефть;W;13/07/20;00:00;328.3;313.1;317.15;7778310
Газпрнефть;W;20/07/20;00:00;325.85;316.15;323.3;7329400
Газпрнефть;W;27/07/20;00:00;327;320.3;320.8;4134430
Газпрнефть;W;03/08/20;00:00;324.5;316.15;321.3;7082040
Газпрнефть;W;10/08/20;00:00;333.3;320.7;329.7;8658910
Газпрнефть;W;17/08/20;00:00;333;317.75;319.1;8181100
Газпрнефть;W;24/08/20;00:00;322.4;317;317.55;5734780
Газпрнефть;W;31/08/20;00:00;320;311.2;314;5749170
Газпрнефть;W;07/09/20;00:00;314.85;302.55;307.15;4898140
Газпрнефть;W;14/09/20;00:00;319.55;304.15;304.95;7661420
Газпрнефть;W;21/09/20;00:00;306.4;288.5;292.2;8150270
Газпрнефть;W;28/09/20;00:00;302;287.2;289.2;4046400
Газпрнефть;W;05/10/20;00:00;297;283.05;286.05;4925010
Газпрнефть;W;12/10/20;00:00;288.85;272.5;276.55;4188370
Газпрнефть;W;19/10/20;00:00;288.4;270.65;284.65;5354500
Газпрнефть;W;26/10/20;00:00;284.6;270.2;273.45;3943330
Газпрнефть;W;02/11/20;00:00;291.15;270.25;288.1;4536590
Газпрнефть;W;09/11/20;00:00;312.8;288.5;308.9;12181600
Газпрнефть;W;16/11/20;00:00;318.6;308.3;315.35;7442110
Газпрнефть;W;23/11/20;00:00;327.7;315.45;322.45;10778470
Газпрнефть;W;30/11/20;00:00;331;306.05;322.8;11382480
Газпрнефть;W;07/12/20;00:00;328;319.5;328;5388060
Газпрнефть;W;14/12/20;00:00;332.3;322.05;324.4;7585060
Газпрнефть;W;21/12/20;00:00;322.5;310.05;319;6104490
Газпрнефть;W;28/12/20;00:00;319.2;315;316.95;3601810
Газпрнефть;W;04/01/21;00:00;337;318.35;337;7613480
Газпрнефть;W;11/01/21;00:00;349.9;330.85;341.35;12203740
Газпрнефть;W;18/01/21;00:00;343.75;321.85;323.5;7378390
Газпрнефть;W;25/01/21;00:00;327.7;314.7;315.7;5831460
Газпрнефть;W;01/02/21;00:00;335.05;313.15;334.95;9053140
Газпрнефть;W;08/02/21;00:00;347.9;326.35;339;10025120
Газпрнефть;W;15/02/21;00:00;353;333.1;340;12299820
Газпрнефть;W;22/02/21;00:00;349.35;336.4;339;6116080
Газпрнефть;W;01/03/21;00:00;362;337.7;359.3;9959750
Газпрнефть;W;08/03/21;00:00;386.95;356.2;381.5;12789920
Газпрнефть;W;15/03/21;00:00;388;361;369.15;10139110
Газпрнефть;W;22/03/21;00:00;375.45;364.2;371;5635520
Газпрнефть;W;29/03/21;00:00;378.9;368.15;371.65;6543930
Газпрнефть;W;05/04/21;00:00;373.95;353.2;355.2;6933810
Газпрнефть;W;12/04/21;00:00;361;349;358;8871890
Газпрнефть;W;19/04/21;00:00;368.2;350;364.45;9663650
Газпрнефть;W;26/04/21;00:00;367.25;356.6;361.2;6478750
Газпрнефть;W;03/05/21;00:00;374.75;361.25;374.25;3610500
Газпрнефть;W;10/05/21;00:00;376;363.7;373.1;4024140
Газпрнефть;W;17/05/21;00:00;379.5;360.1;373.5;5035260
Газпрнефть;W;24/05/21;00:00;384;371.8;379.05;5223180
Газпрнефть;W;31/05/21;00:00;414.2;379;412.3;8263690
Газпрнефть;W;07/06/21;00:00;423.4;406.55;410;5768820
Газпрнефть;W;14/06/21;00:00;428.25;410;420.8;6382750
Газпрнефть;W;21/06/21;00:00;439.6;420.5;430.05;6017510
Газпрнефть;W;28/06/21;00:00;450.8;418.9;447.1;9568660
Газпрнефть;W;05/07/21;00:00;451.8;437.1;440;5286800
Газпрнефть;W;12/07/21;00:00;441.1;428.35;428.4;4174390
Газпрнефть;W;19/07/21;00:00;429.75;414.1;421.8;4447380
Газпрнефть;W;26/07/21;00:00;429.95;414.35;425.35;2505260
Газпрнефть;W;02/08/21;00:00;428.65;417.95;427.4;3754740
Газпрнефть;W;09/08/21;00:00;434.05;421;426.65;3552830
Газпрнефть;W;16/08/21;00:00;429.8;415.8;417.8;3136070
Газпрнефть;W;23/08/21;00:00;432.3;419.5;425.45;3224280
Газпрнефть;W;30/08/21;00:00;438.25;425.1;438.1;2952500
Газпрнефть;W;06/09/21;00:00;440.95;397.85;427.3;4865290
Газпрнефть;W;13/09/21;00:00;460;428.5;454.5;7631430
Газпрнефть;W;20/09/21;00:00;467.2;444.1;463.5;6041320
Газпрнефть;W;27/09/21;00:00;484.9;464.25;477;8067990
Газпрнефть;W;04/10/21;00:00;531.65;476.95;514;12998660
Газпрнефть;W;11/10/21;00:00;524.35;501.3;519;5927100
Газпрнефть;W;18/10/21;00:00;525.95;510.5;513.8;4324440
Газпрнефть;W;25/10/21;00:00;524.65;504.4;505;4109770
Газпрнефть;W;01/11/21;00:00;515.6;485.9;498.3;3483920
Газпрнефть;W;08/11/21;00:00;507.5;489.3;500;3908210
Газпрнефть;W;15/11/21;00:00;529.9;493.75;501.1;7237840
Газпрнефть;W;22/11/21;00:00;520.95;481;491.9;9166320
Газпрнефть;W;29/11/21;00:00;532;494.8;526;7583170
Газпрнефть;W;06/12/21;00:00;536.55;509.8;518.9;4810610
Газпрнефть;W;13/12/21;00:00;539;494.05;534.4;5290610
Газпрнефть;W;20/12/21;00:00;563.75;526.8;562;9147500
Газпрнефть;W;27/12/21;00:00;546;520;544.8;7213970
Газпрнефть;W;03/01/22;00:00;551.5;530.3;537.9;3834470
Газпрнефть;W;10/01/22;00:00;546.15;516;526.25;5611230
Газпрнефть;W;17/01/22;00:00;535.9;479.8;501.6;8984930
Газпрнефть;W;24/01/22;00:00;519.4;466.1;505.8;8626840
Газпрнефть;W;31/01/22;00:00;515.35;495.55;500.5;5789260
Газпрнефть;W;07/02/22;00:00;534.7;497;531.3;5251560
Газпрнефть;W;14/02/22;00:00;530.4;488.55;505.35;8761070
Газпрнефть;W;21/02/22;00:00;515.95;308.8;400.45;10424410
Газпрнефть;W;28/03/22;00:00;473.95;362;431.7;2906869
Газпрнефть;W;04/04/22;00:00;441;400.05;437.3;2508205
Газпрнефть;W;11/04/22;00:00;439.85;400.6;423.95;1443659
Газпрнефть;W;18/04/22;00:00;420;371.6;388.65;2596967
Газпрнефть;W;25/04/22;00:00;418;376.05;417;1173516
Газпрнефть;W;02/05/22;00:00;419.4;391.75;394.7;557264
Газпрнефть;W;09/05/22;00:00;397.9;380;380;439781
Газпрнефть;W;16/05/22;00:00;457.2;381.95;407;2656001
Газпрнефть;W;23/05/22;00:00;422.7;388;414.55;1650533
Газпрнефть;W;30/05/22;00:00;422.3;395;412;1638534
Газпрнефть;W;06/06/22;00:00;444;397;427.5;2420393
Газпрнефть;W;13/06/22;00:00;449.85;418.2;444;1385717
Газпрнефть;W;20/06/22;00:00;457.5;413.75;419.75;2261386
Газпрнефть;W;27/06/22;00:00;433.2;391;395.05;2981778
Газпрнефть;W;04/07/22;00:00;408.2;379.55;390.3;2113885
Газпрнефть;W;11/07/22;00:00;390.3;360;380;1396320
Газпрнефть;W;18/07/22;00:00;385;356;364;1122189
Газпрнефть;W;25/07/22;00:00;394.5;361.05;381.95;2041442
Газпрнефть;W;01/08/22;00:00;390;368;373;1335368
Газпрнефть;W;08/08/22;00:00;394.85;373.3;382.7;1096930
Газпрнефть;W;15/08/22;00:00;404.55;380.5;403.8;1407579
Газпрнефть;W;22/08/22;00:00;411.7;398.1;407.95;925656
Газпрнефть;W;29/08/22;00:00;433.95;405.35;423.05;2668400
Газпрнефть;W;05/09/22;00:00;442.1;415;429.15;2410254
